workers,cores,runs,time_mean_s,bab_nodes_mean,speedup,relative_cores,amdahl_estimated_serial_fraction_f,amdahl_max_speedup_1_over_f
3,4,1,2688.61,17759.0,1.0,1.0,0.006682721781656955,149.6396277853204
7,8,1,1205.93,17773.0,2.229490932309504,2.0,0.006682721781656955,149.6396277853204
15,16,1,568.95,17789.0,4.725564636611302,4.0,0.006682721781656955,149.6396277853204
31,32,1,276.85,17743.0,9.711432183492866,8.0,0.006682721781656955,149.6396277853204
63,64,1,144.45,17743.0,18.61273797161648,16.0,0.006682721781656955,149.6396277853204
127,128,1,73.45,17749.0,36.60462899931927,32.0,0.006682721781656955,149.6396277853204
255,256,1,42.99,17821.0,62.54035822284252,64.0,0.006682721781656955,149.6396277853204
511,512,1,40.27,17755.0,66.76458902408741,128.0,0.006682721781656955,149.6396277853204
1023,1024,1,29.48,17801.0,91.20115332428766,256.0,0.006682721781656955,149.6396277853204
